simulation_id,time,interval,perturbation_density,recovery_beta,gamma,decay,noise,mean_r,min_r,mean_D,max_D,reachable_fraction,effective_edges,edge_fraction,weighted_mean_path_cost,weighted_max_path_cost,weighted_efficiency,future_weighted_efficiency,future_reachable_fraction,future_deterioration,future_efficiency_delta,noise_numeric
12,97,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.1539315077414698,7.084494227998063,0.8888888888888888,228,0.8636363636363636,13.117496000158864,64.00984495381073,0.1054958413433973,0.10553227833778984,0.8888888888888888,0,-3.643699439254133e-05,0
12,98,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.15239219266405507,7.013649285718083,0.8888888888888888,228,0.8636363636363636,13.117182201694522,64.00702076763164,0.10549782322999232,0.10553393245996677,0.8888888888888888,0,-3.610922997444865e-05,0
12,99,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.15086827073741452,6.943512792860902,0.8888888888888888,228,0.8636363636363636,13.116871443632625,64.00422394507459,0.1054997874655142,0.10553557153936656,0.8888888888888888,0,-3.5784073852365705e-05,0
12,100,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.14935958803004037,6.874077664932293,0.8888888888888888,228,0.8636363636363636,13.116563697466198,64.00145422957672,0.10550173418713306,0.10553719569877387,0.8888888888888888,0,-3.546151164081357e-05,0
12,101,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.14786599214973997,6.80533688828297,0.8888888888888888,228,0.8636363636363636,13.116258934936873,63.998711366812806,0.10550366353132658,0.10553880506023543,0.8888888888888888,0,-3.5141528908849695e-05,0
12,102,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.14638733222824257,6.73728351940014,0.8888888888888888,228,0.8636363636363636,13.11595712803312,63.995995104679025,0.10550557563387626,0.10554039974505916,0.8888888888888888,0,-3.4824111182898965e-05,0
12,103,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.14492345890596015,6.669910684206139,0.8888888888888888,228,0.8636363636363636,13.115658248988431,63.99330519327684,0.10550747062986361,0.1055419798738137,0.8888888888888888,0,-3.450924395008437e-05,0
12,104,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.14347422431690054,6.603211577364077,0.8888888888888888,228,0.8636363636363636,13.115362270279554,63.99064138489693,0.10550934865366679,0.1055435455663278,0.8888888888888888,0,-3.419691266101643e-05,0
12,105,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.14203948207373154,6.537179461590436,0.8888888888888888,228,0.8636363636363636,13.115069164624684,63.988003434003105,0.10551120983895716,0.10554509694169008,0.8888888888888888,0,-3.388710273291573e-05,0
12,106,6,0.16666666666666666,0.030000000000000002,0.15,0.01,False,0.8888888888888888,0.0,0.1406190872529942,6.471807666974532,0.8888888888888888,228,0.8636363636363636,13.114778904981714,63.98539109721637,0.10551305431869631,0.10554663411824865,0.8888888888888888,0,-3.357979955233292e-05,0
